sample_index,time_ms,category,mechanism,selected_leads,voting_leads,vote_count,reference_lead,local_raw_amplitude_lsb,local_energy,waveform_snippet_len,record_id
1485,5940.0,t_wave_misdetection,Peaked T-wave/ST segment 224ms post-QRS exceeding detection threshold,V2+V3+V4,V2+V3+V4,3,V2,43,20,160,data/44
1770,7080.0,t_wave_misdetection,Peaked T-wave/ST segment 216ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,51,14,160,data/44
2041,8164.0,t_wave_misdetection,Peaked T-wave/ST segment 224ms post-QRS exceeding detection threshold,V1+V3+V4,V1+V3+V4,3,V1,29,15,160,data/44
2250,9000.0,t_wave_misdetection,Peaked T-wave/ST segment 220ms post-QRS exceeding detection threshold,V1+V3+V4,V3+V4,2,V1,-4,12,160,data/44
2385,9540.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (760ms from last QRS),V1+V3+V4,V1+V3+V4,3,V1,-75,0,160,data/44
2442,9768.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (988ms from last QRS),V1+V3+V4,V1+V3+V4,3,V1,37,13,138,data/44
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+V3+aVL,III+V3+aVL,3,III,55,3,83,data/45
72,288.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+V3+aVL,III+V3+aVL,3,III,-100,3,152,data/45
138,552.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+V3+aVL,III+V3,2,III,31,5,160,data/45
253,1012.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,III+V3+aVL,III+V3+aVL,3,III,26,0,160,data/45
389,1556.0,t_wave_misdetection,Peaked T-wave/ST segment 324ms post-QRS exceeding detection threshold,III+V3+aVL,III+V3+aVL,3,III,26,4,160,data/45
527,2108.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,I+III+aVR,I+aVR,2,I,-43,6,160,data/45
716,2864.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1000ms from last QRS),I+III+aVR,I+III+aVR,3,I,-40,0,160,data/45
966,3864.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (772ms from last QRS),I+III+aVR,I+III+aVR,3,I,-21,0,160,data/45
1104,4416.0,t_wave_misdetection,Peaked T-wave/ST segment 328ms post-QRS exceeding detection threshold,III+aVL+V3,III+aVL+V3,3,III,27,4,160,data/45
1216,4864.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (776ms from last QRS),III+aVL+V3,III+aVL+V3,3,III,19,0,160,data/45
1354,5416.0,t_wave_misdetection,Peaked T-wave/ST segment 328ms post-QRS exceeding detection threshold,III+aVL+V3,III+aVL+V3,3,III,28,3,160,data/45
1467,5868.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (780ms from last QRS),III+aVL+V3,III+aVL+V3,3,III,20,0,160,data/45
1605,6420.0,t_wave_misdetection,Peaked T-wave/ST segment 332ms post-QRS exceeding detection threshold,III+aVL+V3,III+aVL+V3,3,III,34,3,160,data/45
1717,6868.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (780ms from last QRS),III+aVL+V3,III+aVL+V3,3,III,25,0,160,data/45
1845,7380.0,t_wave_misdetection,Peaked T-wave/ST segment 288ms post-QRS exceeding detection threshold,III+aVL+V3,III+aVL+V3,3,III,31,8,160,data/45
1966,7864.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (772ms from last QRS),III+aVL+V3,III+aVL+V3,3,III,22,0,160,data/45
2101,8404.0,t_wave_misdetection,Peaked T-wave/ST segment 320ms post-QRS exceeding detection threshold,III+V2+V3,III+V2+V3,3,III,26,5,160,data/45
2215,8860.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (776ms from last QRS),III+V2+V3,III+V2+V3,3,III,-12,0,160,data/45
2288,9152.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1068ms from last QRS),III+V2+V3,V2+V3,2,III,-86,11,160,data/45
2353,9412.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1328ms from last QRS),III+V2+V3,III+V3,2,III,29,4,160,data/45
182,728.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+aVL+I,V1+aVL+I,3,V1,-163,13,160,data/46
237,948.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V1+aVL+I,V1+aVL,2,V1,23,15,160,data/46
956,3824.0,t_wave_misdetection,Peaked T-wave/ST segment 224ms post-QRS exceeding detection threshold,III+aVL+I,III+aVL,2,III,8,10,160,data/46
1676,6704.0,t_wave_misdetection,Peaked T-wave/ST segment 220ms post-QRS exceeding detection threshold,V1+I+II,V1+I,2,V1,22,15,160,data/46
2327,9308.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (952ms from last QRS),III+V1+I,III+V1+I,3,III,-137,4,160,data/46
143,572.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,134,4,160,data/47
2360,9440.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1268ms from last QRS),I+II+III,I+II+III,3,I,148,7,160,data/47
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+III+I,V1+III,2,V1,-14,0,82,data/48
232,928.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V1+III+I,V1+III+I,3,V1,55,3,160,data/48
997,3988.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,V1+III+I,V1+III,2,V1,-22,0,160,data/48
2289,9156.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1004ms from last QRS),V1+I+II,I+II,2,V1,-1,4,160,data/48
175,700.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,120,9,160,data/49
2382,9528.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1116ms from last QRS),I+II+III,I+II+III,3,I,154,13,160,data/49
148,592.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,141,5,160,data/50
2298,9192.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (856ms from last QRS),I+II+III,I+II+III,3,I,160,7,160,data/50
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+III+aVL,I+III+aVL,3,I,112,0,81,data/51
275,1100.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+III+aVL,I+III+aVL,3,I,141,3,160,data/51
333,1332.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+III+aVL,I+III+aVL,3,I,-40,16,160,data/51
506,2024.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,V1+I+aVL,V1+I+aVL,3,V1,38,14,160,data/51
788,3152.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V1+I+aVL,V1+I+aVL,3,V1,36,8,160,data/51
1002,4008.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,I+III+aVL,I+III+aVL,3,I,-37,12,160,data/51
1183,4732.0,t_wave_misdetection,Peaked T-wave/ST segment 256ms post-QRS exceeding detection threshold,I+III+aVL,I+III+aVL,3,I,-32,12,160,data/51
