sample_index,time_ms,category,mechanism,selected_leads,voting_leads,vote_count,reference_lead,local_raw_amplitude_lsb,local_energy,waveform_snippet_len,record_id
2251,9004.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1032ms from last QRS),II+aVF+V1,II+aVF+V1,3,II,137,13,160,data/13
80,320.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,69,4,160,data/14
2407,9628.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (692ms from last QRS),I+II+III,I+II+III,3,I,56,1,160,data/14
182,728.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,145,13,160,data/15
2317,9268.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (940ms from last QRS),I+II+III,I+II+III,3,I,141,9,160,data/15
113,452.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,129,4,160,data/16
2370,9480.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (848ms from last QRS),I+II+III,I+II+III,3,I,150,10,160,data/16
181,724.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,100,4,160,data/17
2464,9856.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (800ms from last QRS),I+II+III,I+II+III,3,I,135,3,116,data/17
193,772.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,156,4,160,data/18
201,804.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,172,4,160,data/19
2418,9672.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,170,3,160,data/19
230,920.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,28,19,160,data/20
2313,9252.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (956ms from last QRS),I+II+III,I+II+III,3,I,28,33,160,data/20
80,320.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,152,17,160,data/21
2340,9360.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (832ms from last QRS),I+II+III,I+II+III,3,I,134,10,160,data/21
2363,9452.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (704ms from last QRS),I+II+III,I+II+III,3,I,115,2,160,data/22
105,420.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,118,2,160,data/23
2380,9520.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1032ms from last QRS),I+II+III,I+II+III,3,I,82,3,160,data/23
389,1556.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,aVR+V3+V6,aVR+V3+V6,3,aVR,33,16,160,data/24
1572,6288.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,aVR+V2+V3,aVR+V2+V3,3,aVR,32,16,160,data/24
2170,8680.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V2+V6+V3,V2+V6,2,V2,37,17,160,data/24
2408,9632.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1216ms from last QRS),V2+V6+V3,V2+V6+V3,3,V2,-158,5,160,data/24
2468,9872.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1456ms from last QRS),V2+V6+V3,V2+V6+V3,3,V2,35,16,112,data/24
260,1040.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,109,5,160,data/25
2293,9172.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1080ms from last QRS),I+II+III,I+II+III,3,I,144,6,160,data/25
190,760.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,130,10,160,data/26
2312,9248.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,136,13,160,data/26
88,352.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,131,4,160,data/27
2294,9176.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1108ms from last QRS),I+II+III,I+II+III,3,I,144,4,160,data/27
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,143,1,160,data/28
2409,9636.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1032ms from last QRS),I+II+III,I+II+III,3,I,174,2,160,data/28
2316,9264.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,167,7,160,data/29
2459,9836.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1236ms from last QRS),I+II+III,I+II+III,3,I,119,5,121,data/30
88,352.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,147,6,160,data/31
2404,9616.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (936ms from last QRS),I+II+III,I+II+III,3,I,154,8,160,data/31
92,368.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,167,5,160,data/32
128,512.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,133,3,160,data/33
2336,9344.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (956ms from last QRS),I+II+III,I+II+III,3,I,145,3,160,data/33
130,520.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V2+V5+V6,V2+V5+V6,3,V2,-82,10,160,data/34
2376,9504.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (988ms from last QRS),V1+V2+V3,V1+V2+V3,3,V1,-104,2,160,data/34
84,336.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-31,3,160,data/35
2468,9872.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (432ms from last QRS),III+aVR+aVL,III+aVR+aVL,3,III,126,12,112,data/35
195,780.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+aVR,I+II+aVR,3,I,119,8,160,data/36
2262,9048.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (960ms from last QRS),I+II+III,I+II+III,3,I,132,12,160,data/36
2459,9836.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (924ms from last QRS),I+II+aVR,I+II+aVR,3,I,103,7,121,data/37
155,620.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,85,6,160,data/38
242,968.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,101,6,160,data/39
91,364.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,152,5,160,data/40
2394,9576.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,118,9,160,data/40
2204,8816.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1236ms from last QRS),I+II+III,I+II+III,3,I,120,6,160,data/41
2408,9632.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1072ms from last QRS),I+II+III,I+II+III,3,I,148,7,160,data/42
98,392.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V4+I+II,V4+I+II,3,V4,63,1,160,data/43
2322,9288.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1004ms from last QRS),I+II+III,I+II+III,3,I,104,8,160,data/43
148,592.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,40,17,160,data/44
2391,9564.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (784ms from last QRS),I+II+III,I+II+III,3,I,48,18,160,data/44
71,284.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+V4+V6,II+V4+V6,3,II,-114,0,151,data/45
2285,9140.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1056ms from last QRS),II+III+aVF,II+III+aVF,3,II,-118,0,160,data/45
183,732.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,132,7,160,data/46
2328,9312.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (956ms from last QRS),I+II+III,I+II+III,3,I,136,5,160,data/46
143,572.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,134,3,160,data/47
2360,9440.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1268ms from last QRS),I+II+III,I+II+III,3,I,148,7,160,data/47
235,940.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,107,1,160,data/48
2289,9156.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1004ms from last QRS),I+II+III,I+II+III,3,I,124,0,160,data/48
175,700.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,120,7,160,data/49
2382,9528.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1116ms from last QRS),I+II+III,I+II+III,3,I,154,12,160,data/49
148,592.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,141,3,160,data/50
2298,9192.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (856ms from last QRS),I+II+III,I+II+III,3,I,160,5,160,data/50
277,1108.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,122,5,160,data/51
2436,9744.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (832ms from last QRS),aVF+III+I,aVF+III+I,3,aVF,-148,9,144,data/51
2496,9984.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1072ms from last QRS),aVF+III+I,aVF+III,2,aVF,47,15,84,data/51
2272,9088.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (852ms from last QRS),I+II+III,I+II+III,3,I,24,1,160,data/52
2446,9784.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (960ms from last QRS),I+II+III,I+II+III,3,I,177,8,134,data/53
2235,8940.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1116ms from last QRS),I+II+III,I+II+III,3,I,150,3,160,data/54
179,716.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,139,1,160,data/55
2369,9476.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,142,1,160,data/55
204,816.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,54,3,160,data/56
2441,9764.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (812ms from last QRS),I+II+III,I+II+III,3,I,36,2,139,data/56
2437,9748.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (720ms from last QRS),I+II+III,I+II+III,3,I,171,6,143,data/57
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,128,3,160,data/58
277,1108.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+aVR+I,II+aVR+I,3,II,107,6,160,data/59
335,1340.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+aVR+I,II+aVR,2,II,49,19,160,data/59
913,3652.0,t_wave_misdetection,Peaked T-wave/ST segment 256ms post-QRS exceeding detection threshold,aVR+II+I,aVR+II,2,aVR,-65,13,160,data/59
2234,8936.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1112ms from last QRS),aVR+I+II,aVR+I+II,3,aVR,-135,9,160,data/59
2318,9272.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1012ms from last QRS),I+II+III,I+II+III,3,I,148,8,160,data/60
106,424.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,167,9,160,data/61
2255,9020.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (972ms from last QRS),I+II+III,I+II+III,3,I,154,7,160,data/61
198,792.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,155,2,160,data/62
2354,9416.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (864ms from last QRS),I+II+III,I+II+III,3,I,139,4,160,data/62
139,556.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,106,7,160,data/63
2439,9756.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (968ms from last QRS),I+II+III,I+II+III,3,I,114,16,141,data/63
93,372.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,149,5,160,data/64
2387,9548.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1000ms from last QRS),I+II+III,I+II+III,3,I,137,8,160,data/64
90,360.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,161,10,160,data/65
2352,9408.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (700ms from last QRS),I+II+III,I+II+III,3,I,147,6,160,data/65
162,648.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,135,7,160,data/66
2300,9200.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1244ms from last QRS),I+II+III,I+II+III,3,I,166,12,160,data/66
181,724.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,153,11,160,data/67
2293,9172.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1064ms from last QRS),I+II+III,I+II+III,3,I,139,4,160,data/67
2335,9340.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (896ms from last QRS),I+II+III,I+II+III,3,I,161,12,160,data/68
181,724.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,83,7,160,data/69
2348,9392.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (708ms from last QRS),I+II+III,I+II+III,3,I,131,11,160,data/70
2374,9496.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1044ms from last QRS),I+II+III,I+II+III,3,I,113,6,160,data/71
153,612.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,-93,0,160,data/72
2343,9372.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1020ms from last QRS),I+II+III,I+II+III,3,I,82,3,160,data/72
157,628.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,155,6,160,data/73
2452,9808.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),I+II+III,I+II+III,3,I,164,7,128,data/73
2465,9860.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (960ms from last QRS),I+aVR+V1,I+aVR+V1,3,I,92,1,115,data/75
132,528.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,144,3,160,data/76
165,660.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,115,4,160,data/77
2362,9448.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (800ms from last QRS),I+II+III,I+II+III,3,I,106,3,160,data/77
128,512.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,154,4,160,data/78
2278,9112.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (972ms from last QRS),I+II+III,I+II+III,3,I,130,5,160,data/78
2426,9704.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1076ms from last QRS),I+II+III,I+II+III,3,I,123,6,154,data/79
2400,9600.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (796ms from last QRS),II+III+aVL,II+III+aVL,3,II,139,13,160,data/80
110,440.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V6+I+II,V6+I+II,3,V6,143,2,160,data/81
151,604.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,42,9,160,data/82
245,980.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,aVR+III+V1,aVR+III,2,aVR,66,20,160,data/83
2464,9856.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (676ms from last QRS),V2+V3+V5,V2+V3+V5,3,V2,-120,3,116,data/83
115,460.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,147,7,160,data/84
2366,9464.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),I+II+III,I+II+III,3,I,96,8,160,data/84
160,640.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,148,4,160,data/85
2372,9488.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (820ms from last QRS),I+II+III,I+II+III,3,I,139,5,160,data/85
145,580.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,26,10,160,data/86
2339,9356.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (688ms from last QRS),I+II+III,I+II+III,3,I,62,8,160,data/86
159,636.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,55,2,160,data/87
2374,9496.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (680ms from last QRS),I+II+III,I+II+III,3,I,95,2,160,data/87
145,580.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,132,3,160,data/88
2356,9424.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (828ms from last QRS),I+II+III,I+II+III,3,I,149,3,160,data/88
175,700.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,147,5,160,data/89
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V2+V3+V4,V2+V3+V4,3,V2,-7,1,160,data/90
2375,9500.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1004ms from last QRS),V5+III+aVF,V5+III+aVF,3,V5,-114,1,160,data/90
89,356.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,139,4,160,data/91
2296,9184.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (612ms from last QRS),I+II+III,I+II+III,3,I,121,3,160,data/91
2351,9404.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (608ms from last QRS),I+II+aVR,I+aVR,2,I,114,4,160,data/92
195,780.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+III+aVR,II+III+aVR,3,II,-152,2,160,data/93
2437,9748.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1040ms from last QRS),II+III+aVR,II+III+aVR,3,II,-138,2,143,data/93
173,692.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,122,2,160,data/94
2342,9368.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (764ms from last QRS),I+II+III,I+II+III,3,I,131,4,160,data/94
164,656.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+aVF+V1,II+aVF+V1,3,II,-72,2,160,data/95
89,356.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,116,2,160,data/96
2414,9656.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (728ms from last QRS),I+II+III,I+II+III,3,I,107,4,160,data/96
94,376.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,135,5,160,data/97
2333,9332.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1012ms from last QRS),I+II+III,I+II+III,3,I,96,9,160,data/97
135,540.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,132,6,160,data/98
2314,9256.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (968ms from last QRS),I+II+III,I+II+III,3,I,159,7,160,data/98
2460,9840.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (664ms from last QRS),I+II+III,I+II+III,3,I,-40,0,120,data/99
80,320.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,170,2,160,data/100
2316,9264.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (908ms from last QRS),I+II+III,I+II+III,3,I,67,4,160,data/100
114,456.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,75,1,160,data/101
2418,9672.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (840ms from last QRS),aVL+I+II,aVL+I+II,3,aVL,28,1,160,data/101
163,652.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,105,8,160,data/102
2456,9824.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (928ms from last QRS),I+II+III,I+II+III,3,I,137,8,124,data/102
1002,4008.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,III+aVF+I,III+aVF,2,III,68,4,160,data/103
1661,6644.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (532ms from last QRS),III+aVF+I,III+aVF,2,III,89,4,160,data/103
2079,8316.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (672ms from last QRS),III+aVF+I,III+aVF,2,III,-55,21,160,data/103
2452,9808.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (636ms from last QRS),III+aVF+I,III+aVF+I,3,III,-42,15,128,data/103
152,608.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V3,V1+V2+V3,3,V1,-84,12,160,data/104
2433,9732.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (912ms from last QRS),V5+II+aVR,V5+II+aVR,3,V5,32,2,147,data/104
2328,9312.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (932ms from last QRS),I+II+aVR,I+II+aVR,3,I,133,2,160,data/105
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,128,4,160,data/106
2397,9588.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (716ms from last QRS),I+II+III,I+II+III,3,I,122,3,160,data/106
99,396.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,91,2,160,data/107
2306,9224.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,117,1,160,data/107
112,448.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+I+II,V1+I+II,3,V1,116,7,160,data/108
2313,9252.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (756ms from last QRS),I+II+III,I+II+III,3,I,97,3,160,data/108
210,840.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+aVL+V2,I+aVL,2,I,-101,0,160,data/111
1789,7156.0,t_wave_misdetection,Peaked T-wave/ST segment 308ms post-QRS exceeding detection threshold,V3+V5+I,V3+V5,2,V3,52,13,160,data/111
2478,9912.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1068ms from last QRS),I+III+aVL,I+III+aVL,3,I,86,24,102,data/111
181,724.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,113,12,160,data/113
2443,9772.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,89,10,137,data/113
2358,9432.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (660ms from last QRS),I+II+III,I+II+III,3,I,159,3,160,data/114
